2.589326717380793785e-01,2.433491311692492332e+00,2.437945380081144364e+00,2.726360476266285637e+00,1.936167860147755659e+00,1.358763135666234634e+00,5.329518279944648329e-01,9.808074620436392499e-02,1.550471850392613760e-01,2.061658504719496854e-01,1.973761610208677464e-01,2.028594946886880246e-01,3.242244784424929693e-01,2.463092254038957984e-01,6.244302390357987786e-02,3.189062622959448669e-03,0.000000000000000000e+00
3.811726364613969853e+00,2.728521872533836401e+01,2.656685817648160608e+01,2.656306713575261824e+01,8.557530454774449069e+00,1.142451935001383134e+01,8.098812146361007436e+00,7.119461051062963897e+00,8.593428995208114429e+00,1.101716964906059815e+01,1.204760697909502376e+01,1.155162909697261320e+01,1.532274319447775568e+01,1.789038601595959221e+01,1.178896215433638872e+01,4.219232790870796279e+00,1.459211948103155132e-01
4.562289012922844833e+00,2.072000111952880985e+01,1.771650511467990796e+01,2.111528689247696100e+00,3.037637964839568827e+00,2.344490532264091875e+00,1.157444845812399592e+00,1.844640277537407114e+00,3.374029503151017462e+00,4.029412838244866180e+00,6.618737782384704005e+00,8.141984027089163689e+00,1.118339371713004837e+01,1.524982057793925527e+01,2.573037925468004161e+01,2.502628816054999206e+01,9.739972895578935530e-01
4.778693655611029989e+00,2.136353312267939586e+01,7.136772268651163209e+00,-1.930580972899487435e-01,-6.999465795424049119e-01,-3.304598352987859755e+00,-2.669472868646466601e+00,-2.144767187199251524e+00,-8.682792175011648794e-01,9.414242621196675653e-01,-4.751726170723757914e-02,3.491931175932002418e+00,5.287619412681321407e+00,1.089691120441630545e+01,1.068812958197020890e+01,2.323099164072579725e+01,2.618970673315950126e+00
7.548496761311070280e+00,1.982635409564560902e+01,-7.752070084061493116e-01,-3.128950019608337740e+00,-7.884608061478544982e+00,-9.122637638781659675e+00,-7.625974325458843239e+00,-6.188424024549958880e+00,-6.103858582696648050e+00,-3.107790979136851650e+00,-2.606623867836068253e+00,1.617990866293455676e+00,1.204971309505701527e+00,4.145909696068740047e+00,7.686365716923956981e+00,2.923391088807399996e+01,8.320008642593258230e+00
1.353070086392649429e+01,1.754779110623745453e+01,-5.857667304569498690e+00,-1.101189070634239009e+01,-1.108727875428271048e+01,-1.191924670392172025e+01,-1.312715439284109920e+01,-1.055664927859633018e+01,-8.552777039334662490e+00,-9.446376677785384146e+00,-8.472370871708482909e+00,-5.254990745023930820e+00,1.191735210839061976e+00,2.120886070219195396e+00,8.614727046715842107e+00,2.192984989957351871e+01,4.742737005503492753e+00
2.093299697764991762e+01,1.446403660759401255e+01,-6.523642831378498208e+00,-1.033563333932273309e+01,-1.532015044477915211e+01,-1.764074860998303507e+01,-1.365146496271290566e+01,-1.625514991678465293e+01,-1.603748776219118355e+01,-1.267767060289991754e+01,-1.118081296609098629e+01,-1.050313675789777434e+01,-6.960944274064345016e+00,-1.214883369704585991e+00,2.337583469380020595e+00,1.576327037980394685e+01,2.374098102261529952e+00
1.431893377213556917e+01,2.173726260851356074e+01,-2.090451646787599427e-01,6.286986673566807848e-01,2.203494835987214184e+00,2.422762093135380823e+00,-1.319538966201517738e+01,-1.379159509026931296e+00,4.428462255561485428e+00,3.346321492960766530e+00,1.481154514972391700e+00,4.184300152230950864e+00,1.846163757687883544e+00,1.103392934998056596e+01,1.002549156507683215e+01,2.800531829205889878e+01,5.862063713296877587e+00
1.130126310554975255e+01,2.252330177846847548e+01,-4.657651201033875310e+00,1.993180585168081720e+00,-7.233238673614786229e+00,-8.577508999556629377e+00,-2.258396714603653166e+01,-8.277571364553802269e+00,3.437578481805552588e+00,-3.977274643957048883e-01,3.533770301242847189e+00,-8.873095203799334918e-01,2.285229772915091662e+00,6.239998709071488570e+00,1.791549854414440546e+01,2.591943967461555687e+01,5.280556418571976884e+00
1.225077879039576700e+01,1.602660458137228972e+01,3.118379684097674520e+00,-1.170482168510594390e+00,-7.294505172347201416e+00,-1.093038566848010440e+01,-2.530569452512616735e+01,-1.144546679066281847e+01,-1.146059604726779035e+00,-7.542402031140872376e-01,3.193158694468557712e+00,7.348273778784307986e+00,7.660046596414596287e+00,1.289215460541305980e+01,7.272990841433232490e+00,2.094352541320243688e+01,2.273173819387233507e+00
1.072870017525648834e+01,2.378002486259892123e+01,-4.737862745739175097e+00,-2.434621652591653085e+00,-1.749264132244074332e+01,-2.901935471278231304e+01,-2.806197282985460362e+01,-3.074774689372757308e+01,-6.638125602887535948e+00,-4.823569441521148526e+00,-2.268295083084360897e+00,9.446216396119086478e-02,3.942333319131938740e+00,5.363742763396633251e+00,1.740964873733478768e+01,2.582073837757123158e+01,1.399994204044297197e+00
7.884276708482270024e+00,2.526745228935757481e+01,5.575184606855068115e-01,2.155730620275028819e+00,-5.390922675895010840e+00,-1.642619180137613810e+01,-3.290341813134200066e+01,-8.590215830351478843e+00,7.861658194226818219e-01,1.899738069591419887e+00,3.307883342549542416e+00,3.522735212309859865e+00,3.492378399068118533e+00,1.083781927765693531e+01,1.072226610486801590e+01,5.368267970662763844e+00,4.305378098049369995e-01
3.466929366521371403e+00,2.526240677980072746e+01,4.258411299910848768e+00,-2.443540568331291851e+00,-8.402925490327037394e+00,-5.669337685040636288e+00,-8.743738198762917690e+00,-3.638537450591178057e+00,-7.186936319976465981e+00,-2.595054833094419866e+00,-3.651874179791064767e-01,5.634920007761941463e+00,9.561576030205076293e+00,8.410773033143302158e+00,2.432113917148719651e+01,7.823426042024453686e+00,5.521047406339168323e-03
2.193019442798820773e+00,3.555501119485888495e+01,6.295440946798279036e+00,1.050500374767515233e+01,-1.064212015373334541e+00,-5.903380497362785029e+00,-1.238320359727729780e+01,-4.940609861081766141e+00,2.771025506854263298e+00,6.739936007206762447e+00,1.092278379393299304e+01,7.643526608682327250e+00,1.086443734827996899e+01,1.797175082322198136e+01,2.470791705745156008e+01,5.519536585577486498e+00,1.872376298131478954e-03
2.690728802454531721e-01,1.238450080190613534e+01,2.114068532978924608e+01,2.649138056793024276e+00,5.093794783964572304e+00,4.406832007916420046e+00,4.055031656041233390e+00,6.877971969908753813e+00,7.375222188445415661e+00,6.428330194884764204e+00,9.616238922973442627e+00,1.555702781063784279e+01,1.877688731692022728e+01,1.048475085172797172e+01,3.019189063104959381e+00,3.670407465125076762e-01,1.090967829429854286e-06
2.719162496815599305e-03,3.619813678146582614e+00,2.180148936050405695e+01,8.150132748079508715e+00,3.479430001961178576e+00,-2.866026242588847861e+00,-1.843951861823706073e+00,-5.731763569973455930e-01,4.307023966965450867e+00,8.305110602214931248e+00,1.572121997046875386e+01,1.120752122165454878e+01,6.304198488057589422e+00,1.139654335577163335e+00,3.646212933945083834e-02,3.828823650669080164e-05,0.000000000000000000e+00
5.658319097172440143e-12,4.898905170897214362e-02,4.204290297605294824e-01,3.892441233674198475e+00,5.247222646427935899e+00,2.576786537265016719e+00,4.185888324427595286e+00,2.163964825981441020e+00,5.352685884369824398e-01,6.458109186929236190e-01,8.978308399579194576e-01,2.021063770758631528e-01,2.285195838362154286e-02,2.327022504779783607e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
