7.796482749457253059e-01,3.841398208774317702e+00,-3.875780321896540759e+00,-1.301906808141216310e+01,2.033104740842547553e+00,1.731707527043978789e+00,5.165912314266839916e-02,-5.983525453483733159e-02,8.517307491553667564e-02,1.165888902243388259e-01,-3.523591943527935866e-02,1.428977787611966470e-02,1.798647883738133807e-02,6.339739311098463448e-02,5.319294911955413374e-02,3.212226202369384154e-03,0.000000000000000000e+00
1.634329220437629360e+01,2.847356787933104272e+01,2.597718213037640211e+01,2.980454026321512373e+01,5.723988157512260422e+00,1.388876745519378630e+01,6.390011930192602385e+00,7.923851721240428247e+00,7.075056017351823101e+00,7.159652109558771294e+00,4.858860232500158638e+00,6.201803788826850905e+00,2.093210407286162145e+00,2.622022922172587656e+01,2.770990182630106347e+01,8.274227621478658534e+00,2.077870537860749822e-01
2.796675663025451541e+01,1.782313456098571081e+01,1.706448446583470613e+01,-9.336596421996521400e-01,3.463208874137161164e+00,1.150186281613787331e+00,2.536889975894373261e+00,1.393099732826445170e+00,4.124259587590742626e+00,4.260297698630000518e+00,9.041183912251247179e+00,1.131508445613164504e+01,1.301090278476173978e+01,1.419049313718427108e+01,1.973492124614375598e+01,3.014264853435578573e+01,1.106574909269477214e+00
2.115045791229615446e+01,2.307534156628295108e+01,4.223608400241825933e+00,2.818937160844488532e-01,-1.849235829153568211e+00,-1.859492137345139406e+00,-3.477075495558139107e+00,-7.575584263474345326e-01,-1.431608105000152564e+00,1.049467640991897488e+00,-1.579615444554529624e+00,2.203066632048965801e+00,3.092480786254968361e+00,1.071611877747671748e+01,1.265973179603258636e+01,2.012924909474592994e+01,5.651583555722947239e+00
3.738056487786574422e+01,1.597996936102560106e+01,5.856997732721663796e-01,-4.997785492021079357e+00,-7.064745063731804109e+00,-9.668578614987698217e+00,-5.592879625590632564e+00,-6.581447614585459682e+00,-5.218370877248928785e+00,-4.043569752287746510e+00,-1.577919377463131045e+00,9.446471539947751683e-01,2.591677372465115425e+00,2.722302117736448146e+00,4.515784115762214057e+00,3.085593816543258328e+01,2.066899141814754515e+01
5.650629123678867671e+01,1.378836821655434974e+01,-4.992286702378620156e+00,-1.144865555104712485e+01,-1.085065365724855546e+01,-1.074780478949179852e+01,-1.345059516197683003e+01,-8.488251107908997284e+00,-9.705735751287125623e+00,-9.189090597722072928e+00,-8.440681516206275603e+00,-4.950433388263404844e+00,-9.453980043754856011e-02,1.152006978689497529e+00,7.928865874014229043e+00,2.327134598929525566e+01,1.266720146840399508e+01
8.476237051306837600e+01,4.360796334723233691e+00,-2.118670200541628912e+00,-1.474560724504000042e+01,-1.266894811578115387e+01,-1.847678758329268689e+01,-1.125711850640238687e+01,-1.639362959862782176e+01,-1.519180378655301311e+01,-1.259916817008311085e+01,-1.150557684624887855e+01,-1.023194630062901922e+01,-7.086718113280555897e+00,-2.907725873723313814e+00,1.282990159739423985e+00,1.398383588211945039e+01,6.962375150871584317e+00
3.351860075411978102e+01,2.137686388908930368e+01,-1.958712273363532930e+00,1.957728825312656795e+00,3.048354213399946389e+00,4.142555729815311061e+00,-1.174816598455376493e+01,-6.270066288086333373e-01,4.677319175268586093e+00,4.416135560223670709e+00,1.633843508740901562e+00,5.367202453785878902e+00,1.400198291492202873e+00,9.640987979086276027e+00,1.000921801269048750e+01,2.754750966802728129e+01,1.322024888209902649e+01
2.027015259162901017e+01,2.113507136378398954e+01,-3.877819169561698587e+00,6.516054466614811247e-01,-6.220932225750586575e+00,-7.289976267531395493e+00,-2.142317134816762803e+01,-7.238426142592964574e+00,5.091880794226923967e+00,-4.343846505433994754e-01,3.399334113897203302e+00,-9.226425955853885252e-01,8.691344621380813207e-01,6.440639259747892531e+00,1.568177218557884167e+01,2.666242052141025454e+01,1.232677862623872045e+01
5.621099975156570139e+01,9.311394516391681364e+00,4.516343557012483245e+00,-2.844051550068281031e+00,-4.654851436795334862e+00,-1.034387889941165284e+01,-2.346458192457437164e+01,-1.151103104127362187e+01,-2.520577559186861771e-01,-1.737291404436492603e-01,3.470225840391043981e+00,7.457869817281607361e+00,8.531505925050890227e+00,1.162762928103221682e+01,6.297369178635847220e+00,2.052273487930640528e+01,4.325596788628351064e+00
