0,0.007559,4.652,9.4228,15.207,11.876,16.377,13.741,13.079,16.825,12.223,11.774,12.915,4.7584,1.4474,0.045466,0,0,0,0,0
0,-0.010145,9.4534,10.988,4.0555,3.8511,1.9447,2.4463,3.5947,4.7634,7.1702,10.546,10.586,14.15,10.925,0.18879,0,0,0,0,0
0.11731,10.833,11.022,3.256,0.4656,-1.2437,-1.536,-2.1491,-2.1336,-0.88697,0.19578,0.64345,1.9654,5.2336,6.4869,3.1773,0.20652,5.1856,1.2582,0.00099578,0
-0.090319,17.396,4.2655,2.8119,-3.4533,-6.634,-6.2671,-6.3899,-6.1595,-5.8921,-4.7494,-4.0389,-3.0754,-1.6725,0.1727,4.325,5.154,15.439,15.999,5.2547,0.058102
-0.1646,3.4016,11.258,-4.9631,-8.947,-6.4514,-7.5701,-7.1335,-6.6608,-6.0204,-6.1269,-6.0752,-4.5621,-3.2949,-1.6427,-0.57051,5.5242,5.259,12.835,26.446,0.22153
0.31586,20.021,-5.5073,-4.0522,-5.3777,-7.851,-4.759,-4.1061,-4.0427,-2.894,-0.21923,0.95623,0.82023,1.597,3.0478,3.9144,5.7737,11.901,12.867,5.6337,2.4896
0.50341,16.77,-1.529,0.15681,-1.7189,-1.4535,-1.819,-2.3396,-3.1128,-1.1081,3.3818,3.3161,4.0982,5.4255,6.6537,8.1732,9.9447,10.737,9.3027,30.967,6.0422
12.073,15.89,10.054,2.5544,2.2015,-0.016615,1.7475,0.065409,-4.0926,-0.37852,1.9835,3.3982,3.2148,2.5234,2.8104,4.2149,9.0011,8.7156,11.382,25.702,13.689
10.262,17.253,7.8748,-0.36148,1.016,2.2203,2.3725,-3.0933,-3.0395,-1.2478,-0.17648,1.964,2.7189,3.2607,3.9778,6.8245,9.3158,7.9663,16.529,23.148,6.7135
-2.5763,11.281,7.0162,2.9059,2.0322,1.28,-1.6082,-3.8412,-9.586,-6.3918,-4.7915,1.3302,2.525,4.6779,5.3369,8.1507,7.2907,12.747,14.519,15.722,1.2272
-6.124,12.397,5.6056,4.2883,2.4691,-0.32709,-1.2607,-6.6087,-10.949,-5.7226,-8.3029,-2.5998,0.52462,1.9471,3.8182,3.9874,8.3928,9.4572,9.9648,13.074,0.21737
0.82056,10.481,6.0109,2.7917,0.96341,-0.027793,-4.0162,-6.5162,-15.7,-7.035,-7.4138,-9.0561,-0.74168,-1.3122,1.3771,6.4336,3.6623,8.8581,7.7723,-0.069096,3.0841e-05
-0.83465,9.5206,6.1693,3.0729,-0.22992,0.18244,-2.7854,-8.4352,-17.557,-14.398,-10.88,-8.615,-4.7623,-0.07277,-3.4004,-1.6057,9.6446,2.7674,2.9626,-1.8053e-05,0
-1.6027,8.9906,5.6038,1.4731,-0.10707,-2.0167,-10.805,-15.403,-17.198,-17.941,-18.097,-12.981,-9.2146,-1.3936,-2.2358,-2.9524,4.0085,-1.3355,0.047037,0,0
-1.8636,10.73,6.4361,1.1908,-0.60782,-4.2375,-8.7941,-12.085,-18.203,-12.467,-4.6436,-5.3886,-1.8436,4.7246,2.406,1.622,2.8493,7.2837,0.21527,0,0
1.5035,10.746,3.4918,2.7666,-0.49513,1.4921,-1.7201,-3.0212,-5.4851,-4.4899,-5.2158,-3.9831,-1.6509,-1.1596,-1.3023,4.4811,2.0702,1.1942,-3.7212,-0.14682,0
0.095161,6.0562,6.7094,4.8289,1.484,-3.2929,-3.4654,-5.1627,-7.4992,-8.5781,-6.4428,-7.5483,-4.1439,-2.0938,-0.12645,1.7302,1.9116,10.648,5.6236,-0.67113,0
0.015399,39.694,4.0302,7.955,2.517,-1.3149,-1.3851,-4.3938,-5.3531,-4.3235,-2.9348,-3.6773,-1.5904,1.8791,-0.33329,5.6663,11.76,12.246,5.6658,-0.064311,0
0,1.9857,7.8653,6.1879,7.5241,2.1244,2.7447,-0.50768,-2.7944,-3.9078,-3.8742,-1.9405,2.7151,-0.24753,10.054,13.014,-4.076,24.875,1.051,0,0
0,0.0047948,-0.63678,-2.9273,7.8513,12.72,7.3952,6.3364,6.4329,4.5337,5.6453,4.4147,3.211,3.9086,4.4556,-3.5169,-3.1554,-0.011813,0.00062929,0,0
0,0,0,0.010021,1.9827,8.3332,24.439,21.853,1.4136,8.3495,2.2383,11.116,25.803,23.897,0.27638,-0.00098513,0,0,0,0,0
