-0.044213,-0.047261,-0.049055,-0.049594,-0.048878,-0.046908,-0.043682,-0.039202,-0.033467,-0.026477,-0.018233,-0.0087335,0.0020228,0.012379,0.020948,0.02773,0.032726,0.035934,0.037356,0.036991,0.03484,0.030902,0.025176,0.017664,0.0089188,0.0012656,-0.0058566,-0.012448,-0.018508,-0.024038,-0.029036,-0.033503,-0.03744,-0.040845,-0.04372,-0.046064,-0.047876,-0.049158,-0.049915,-0.050045,-0.049381,-0.047923,-0.045669,-0.042621,-0.038778,-0.034141,-0.028709,-0.022482,-0.01546,-0.0076439,0.00096714,0.01601,0.034021,0.049998,0.06394,0.075846,0.085717,0.09291,0.098906,0.10408,0.10843,0.11196,0.11467,0.11656,0.11697,0.11478,0.10999,0.10258,0.092567,0.07994,0.064701,0.048559,0.034708,0.023198,0.014028,0.0071991,0.0027102,0.00056174,0.00071985,0.0026341,0.0061477,0.011261,0.017973,0.025383,0.030686,0.034307,0.036246,0.036504,0.03508,0.031966,0.027515,0.02272,0.017583,0.012102,0.0062784,0.00037965,-0.0030733,-0.0039466,-0.0022404,0.0020456,0.0089111,0.018356,0.031728,0.045226,0.052679,0.054089,0.049454,0.042099,0.036387,0.031259,0.026715,0.022753,0.019374,0.016579,0.014367,0.013251,0.012808,0.013005,0.013843,0.015321,0.01744,0.0202,0.0236,0.027641,0.032323,0.037254,0.041286,0.044612,0.04723,0.04914,0.050344,0.05084,0.050629,0.049711,0.048086,0.045753,0.042713,0.038961,0.035031,0.031297,0.027759,0.024416,0.02127,0.018319,0.015563,0.013004,0.01064,0.0084716,0.0064992,0.0048345,0.0034894,0.0022766,0.0011961,0.00024784,-0.00056807,-0.0012517,-0.001803,-0.002222,-0.0025087,-0.0026631,-0.0026851,-0.0025749,-0.0023324,-0.0019784,-0.0016596,-0.0013629,-0.0010882,-0.00083557,-0.00060493,-0.00039632,-0.00020973,-4.5158e-05,9.7386e-05,0.00021791,0.0003164,0.00039288,0.00044733,0.00047975,0.00049016,0.00047854,0.00044489
-0.050514,-0.053823,-0.055718,-0.056199,-0.055267,-0.05292,-0.04916,-0.043985,-0.037397,-0.029395,-0.01998,-0.00915,0.0030964,0.014954,0.024899,0.032931,0.039052,0.04326,0.045556,0.04594,0.044411,0.040971,0.035618,0.028352,0.01973,0.012179,0.0051885,-0.0012406,-0.0071087,-0.012416,-0.017162,-0.021347,-0.024971,-0.028034,-0.030536,-0.032478,-0.033858,-0.034677,-0.034935,-0.034619,-0.033712,-0.032214,-0.030125,-0.027446,-0.024175,-0.020314,-0.015861,-0.010818,-0.0051836,0.0010416,0.0078576,0.019698,0.033806,0.046236,0.056987,0.066059,0.073453,0.078778,0.083332,0.087399,0.090979,0.094073,0.09668,0.0988,0.099774,0.098505,0.094978,0.089192,0.081147,0.070844,0.058283,0.044897,0.033384,0.023786,0.016103,0.010336,0.006483,0.0045453,0.0044451,0.0056409,0.0080286,0.011608,0.01638,0.021686,0.025416,0.027851,0.028991,0.028835,0.027384,0.02463,0.020949,0.017263,0.013572,0.0098753,0.0061733,0.0026291,0.00087342,0.0010511,0.0031621,0.0072064,0.013184,0.021095,0.032054,0.043194,0.049566,0.051167,0.048,0.042575,0.038346,0.034553,0.031196,0.028276,0.025792,0.023744,0.022133,0.021324,0.021003,0.021146,0.021754,0.022826,0.024363,0.026364,0.02883,0.03176,0.035155,0.038728,0.041627,0.043985,0.045802,0.047077,0.047812,0.048006,0.047658,0.04677,0.04534,0.043369,0.040857,0.037798,0.034566,0.031437,0.028411,0.025488,0.022668,0.01995,0.017336,0.014824,0.012415,0.010109,0.0079063,0.0059494,0.0043464,0.0028975,0.0016025,0.00046164,-0.00052525,-0.0013581,-0.002037,-0.0025618,-0.0029326,-0.0031494,-0.0032122,-0.0031209,-0.0028757,-0.0024989,-0.0021557,-0.0018349,-0.0015365,-0.0012605,-0.001007,-0.0007759,-0.00056722,-0.00038097,-0.00021715,-7.5757e-05,4.3207e-05,0.00013974,0.00021385,0.00026553,0.00029479,0.00030161,0.00028601
-0.055368,-0.058705,-0.060533,-0.060853,-0.059664,-0.056966,-0.052759,-0.047043,-0.039819,-0.031086,-0.020844,-0.0090939,0.0041691,0.017052,0.027947,0.036856,0.043778,0.048713,0.051661,0.052622,0.051597,0.048585,0.043586,0.0366,0.028177,0.0208,0.014006,0.0077957,0.0021679,-0.0028769,-0.0073388,-0.011218,-0.014514,-0.017227,-0.019357,-0.020904,-0.021868,-0.02225,-0.022043,-0.021308,-0.020165,-0.018614,-0.016655,-0.014289,-0.011514,-0.0083313,-0.0047407,-0.00074224,0.0036642,0.0084785,0.013701,0.022696,0.033339,0.042623,0.050548,0.057116,0.062325,0.066007,0.069289,0.072378,0.075273,0.077975,0.080483,0.082798,0.084259,0.083793,0.081386,0.077038,0.070749,0.062518,0.052347,0.041424,0.032002,0.024116,0.017768,0.012956,0.0096806,0.0079423,0.0076285,0.008219,0.0096563,0.011941,0.015072,0.018599,0.021005,0.022447,0.022927,0.022444,0.020998,0.018583,0.015589,0.012868,0.010417,0.0082386,0.0063314,0.0047702,0.0044308,0.0054644,0.007871,0.011651,0.016803,0.023329,0.032132,0.04117,0.046569,0.048331,0.046454,0.042733,0.039805,0.037176,0.034846,0.032814,0.031082,0.029648,0.028514,0.027935,0.027687,0.027753,0.028134,0.028829,0.029838,0.031162,0.0328,0.034752,0.037018,0.039405,0.041314,0.042829,0.043949,0.044675,0.045006,0.044942,0.044483,0.04363,0.042382,0.04074,0.038702,0.036263,0.033657,0.031074,0.028514,0.025977,0.023462,0.020971,0.018502,0.016056,0.013634,0.011234,0.0088568,0.0066711,0.0048639,0.0032265,0.0017588,0.00046077,-0.00066756,-0.0016262,-0.0024151,-0.0030344,-0.0034839,-0.0037638,-0.0038739,-0.0038144,-0.0035851,-0.0032092,-0.0028612,-0.0025336,-0.0022263,-0.0019394,-0.0016729,-0.0014268,-0.001201,-0.00099566,-0.00081066,-0.00064603,-0.00050177,-0.00037789,-0.00027438,-0.00019125,-0.0001285,-8.6119e-05,-6.4115e-05
-0.058772,-0.061906,-0.0635,-0.063554,-0.062069,-0.059044,-0.05448,-0.048376,-0.040733,-0.03155,-0.020827,-0.0085651,0.0052409,0.018672,0.030093,0.039503,0.046903,0.052293,0.055671,0.057039,0.056397,0.053744,0.049081,0.042407,0.03426,0.02713,0.020597,0.014661,0.0093218,0.0045792,0.00043346,-0.0031155,-0.0060676,-0.0084228,-0.010181,-0.011343,-0.011908,-0.011876,-0.011237,-0.010111,-0.0087395,-0.007122,-0.0052588,-0.0031496,-0.00079473,0.001806,0.0046525,0.0077449,0.011083,0.014667,0.018497,0.025004,0.032618,0.039158,0.044623,0.049015,0.052333,0.054595,0.056778,0.059018,0.061316,0.063671,0.066083,0.068553,0.070425,0.070649,0.069216,0.066123,0.061371,0.054961,0.046892,0.03814,0.030561,0.024188,0.019021,0.015059,0.012303,0.010752,0.01027,0.010368,0.011031,0.012258,0.014048,0.016123,0.017451,0.018095,0.018055,0.017331,0.015923,0.013825,0.011435,0.0095336,0.0081192,0.0071922,0.0067526,0.006803,0.0075989,0.0092934,0.011886,0.015378,0.019768,0.025056,0.031965,0.039152,0.04369,0.045579,0.044818,0.042573,0.040765,0.039128,0.037663,0.036368,0.035244,0.034291,0.033509,0.033084,0.03286,0.032827,0.032983,0.03333,0.033866,0.034593,0.035509,0.036616,0.037913,0.039284,0.040348,0.041144,0.041672,0.041933,0.041925,0.041649,0.041105,0.040293,0.039213,0.037865,0.036248,0.034356,0.032304,0.030207,0.028067,0.025882,0.023653,0.021379,0.019062,0.0167,0.014295,0.011845,0.0093507,0.0069996,0.005042,0.0032637,0.0016648,0.00024524,-0.000995,-0.0020559,-0.0029375,-0.0036397,-0.0041626,-0.0045061,-0.0046703,-0.0046552,-0.0044607,-0.0041092,-0.0037762,-0.003459,-0.0031577,-0.0028723,-0.0026027,-0.002349,-0.0021112,-0.0018892,-0.0016831,-0.0014929,-0.0013185,-0.00116,-0.0010174,-0.00089061,-0.0007797,-0.00068465,-0.00060547
-0.060729,-0.063427,-0.064619,-0.064304,-0.062483,-0.059156,-0.054323,-0.047984,-0.040138,-0.030786,-0.019928,-0.0075637,0.0063118,0.019816,0.031337,0.040874,0.048429,0.053999,0.057587,0.059191,0.058811,0.056449,0.052103,0.045773,0.03798,0.031169,0.024961,0.019356,0.014353,0.0099525,0.0061549,0.0029599,0.00036746,-0.0016224,-0.0030096,-0.0037942,-0.0039762,-0.0035556,-0.0025179,-0.0010292,0.00056409,0.0022619,0.0040642,0.005971,0.0079824,0.010098,0.012319,0.014644,0.017073,0.019607,0.022246,0.026621,0.031644,0.035841,0.039213,0.041758,0.043477,0.044544,0.045798,0.047319,0.049106,0.051159,0.053479,0.056065,0.05827,0.059073,0.058466,0.056446,0.053016,0.048174,0.04192,0.035045,0.029063,0.024002,0.019863,0.016646,0.01435,0.012976,0.01237,0.012089,0.012152,0.012559,0.01331,0.014257,0.014756,0.014796,0.014376,0.013497,0.012158,0.010356,0.0084874,0.0072612,0.0066774,0.006736,0.007437,0.0087274,0.010378,0.012538,0.015208,0.018389,0.022079,0.026279,0.031551,0.037141,0.040928,0.042911,0.043089,0.042095,0.041227,0.040411,0.039648,0.038937,0.038278,0.037672,0.037118,0.03677,0.036522,0.036366,0.036301,0.036328,0.036447,0.036657,0.036959,0.037353,0.037838,0.038364,0.038728,0.03893,0.038971,0.038851,0.038569,0.038127,0.037523,0.036758,0.035832,0.034744,0.033496,0.032078,0.030507,0.028837,0.02707,0.025204,0.02324,0.021177,0.019016,0.016756,0.014399,0.011943,0.0093881,0.006935,0.0048806,0.0030091,0.0013206,-0.00018496,-0.0015076,-0.0026473,-0.003604,-0.0043778,-0.0049686,-0.0053765,-0.0056015,-0.0056435,-0.0055026,-0.0051989,-0.0049006,-0.0046112,-0.0043307,-0.0040591,-0.0037964,-0.0035426,-0.0032977,-0.0030617,-0.0028346,-0.0026164,-0.0024071,-0.0022067,-0.0020151,-0.0018325,-0.0016588,-0.001494,-0.0013381
-0.061236,-0.063267,-0.063889,-0.063102,-0.060906,-0.057302,-0.052288,-0.045866,-0.038035,-0.028796,-0.018147,-0.0060895,0.0073817,0.020483,0.031678,0.040968,0.048353,0.053833,0.057407,0.059076,0.05884,0.056699,0.052652,0.046699,0.039335,0.032916,0.027098,0.021879,0.017261,0.013243,0.0098255,0.0070083,0.0047913,0.0031746,0.0021582,0.0017422,0.0019264,0.0027109,0.0041146,0.0059382,0.0077459,0.0095376,0.011313,0.013073,0.014817,0.016545,0.018258,0.019954,0.021634,0.023299,0.024947,0.027548,0.030418,0.032674,0.034316,0.035343,0.035757,0.035853,0.03635,0.037281,0.038644,0.040441,0.042671,0.045334,0.047795,0.049065,0.049136,0.048008,0.045681,0.042155,0.03743,0.032138,0.027506,0.023558,0.020295,0.017716,0.015822,0.014613,0.013927,0.013381,0.013021,0.012846,0.012856,0.013,0.012918,0.012548,0.011889,0.010941,0.0097049,0.0081768,0.0067453,0.0060503,0.0060919,0.0068699,0.0083845,0.010543,0.012767,0.015198,0.017837,0.020682,0.023735,0.026996,0.03089,0.035138,0.038284,0.040328,0.04127,0.041299,0.041189,0.041023,0.0408,0.040521,0.040184,0.039792,0.039342,0.038994,0.038673,0.038371,0.038089,0.037825,0.037581,0.037355,0.037149,0.036963,0.036795,0.036647,0.036453,0.036186,0.035845,0.035429,0.034939,0.034375,0.033737,0.033025,0.032239,0.031378,0.030444,0.029427,0.028265,0.026964,0.025523,0.023943,0.022223,0.020363,0.018363,0.016224,0.013946,0.011527,0.0089689,0.0064772,0.0043797,0.0024627,0.00072616,-0.00082982,-0.0022053,-0.0034002,-0.0044147,-0.0052486,-0.005902,-0.0063749,-0.0066673,-0.0067792,-0.0067106,-0.0064782,-0.0062344,-0.0059901,-0.0057452,-0.0054998,-0.0052539,-0.0050075,-0.0047605,-0.004513,-0.004265,-0.0040165,-0.0037674,-0.0035178,-0.0032677,-0.003017,-0.0027658,-0.0025141,-0.0022619
-0.060296,-0.061427,-0.061311,-0.059948,-0.057338,-0.05348,-0.048376,-0.042024,-0.034424,-0.025578,-0.015484,-0.0041427,0.0084507,0.020672,0.031117,0.039786,0.046678,0.051794,0.055133,0.056697,0.056483,0.054494,0.050728,0.045185,0.038327,0.032372,0.027007,0.022232,0.018046,0.014451,0.011445,0.0090297,0.0072039,0.0059681,0.0053222,0.0052662,0.0058001,0.0069239,0.0086604,0.010791,0.012806,0.014705,0.016489,0.018157,0.01971,0.021148,0.02247,0.023676,0.024767,0.025742,0.026602,0.027784,0.028938,0.029655,0.029933,0.029772,0.029173,0.028522,0.028434,0.028903,0.029931,0.031516,0.033659,0.03636,0.038999,0.040624,0.041228,0.040809,0.039368,0.036906,0.033422,0.029419,0.02589,0.022856,0.020316,0.01827,0.016719,0.015663,0.014943,0.014244,0.013636,0.013117,0.012688,0.012354,0.011939,0.011352,0.010594,0.0096637,0.0085624,0.0072868,0.0062091,0.0059011,0.0063627,0.0075941,0.0095952,0.012251,0.014767,0.017274,0.019772,0.02226,0.024738,0.027207,0.029983,0.033141,0.035756,0.037829,0.039359,0.040185,0.040653,0.040965,0.041121,0.04112,0.040963,0.04065,0.04018,0.039756,0.039313,0.038842,0.038345,0.03782,0.037267,0.036687,0.03608,0.035445,0.034783,0.034131,0.033526,0.032913,0.032294,0.031668,0.031035,0.030395,0.029748,0.029094,0.028434,0.027767,0.027093,0.026404,0.02558,0.024587,0.023427,0.022099,0.020602,0.018938,0.017105,0.015104,0.012935,0.010598,0.0080931,0.0056262,0.0035393,0.0016244,-0.00011851,-0.0016893,-0.0030881,-0.0043149,-0.0053696,-0.0062522,-0.0069628,-0.0075014,-0.0078679,-0.0080624,-0.0080848,-0.0079473,-0.0077777,-0.0075957,-0.0074013,-0.0071945,-0.0069753,-0.0067437,-0.0064997,-0.0062433,-0.0059744,-0.0056932,-0.0053995,-0.0050934,-0.004775,-0.0044441,-0.0041008,-0.0037451,-0.0033769
-0.057906,-0.057907,-0.056886,-0.054843,-0.051778,-0.047692,-0.042585,-0.036456,-0.029305,-0.021133,-0.011939,-0.0017232,0.0095187,0.020384,0.029654,0.037326,0.043402,0.047882,0.050765,0.052051,0.051741,0.049834,0.046331,0.041231,0.034956,0.029537,0.024689,0.020413,0.016709,0.013576,0.011014,0.0090241,0.0076054,0.006758,0.0064822,0.0067777,0.0076448,0.0090832,0.01112,0.013529,0.015744,0.017765,0.019591,0.021223,0.022661,0.023905,0.024954,0.025809,0.02647,0.026937,0.027209,0.027329,0.027206,0.026784,0.026063,0.025044,0.023725,0.022551,0.022048,0.022186,0.022965,0.024384,0.026444,0.029144,0.031884,0.033752,0.03474,0.034848,0.034077,0.032426,0.029896,0.02689,0.024217,0.021895,0.019926,0.018308,0.017041,0.016127,0.015417,0.014679,0.013998,0.013373,0.012804,0.012318,0.011817,0.011208,0.010491,0.0096648,0.0087307,0.0076861,0.0068787,0.0068134,0.0074899,0.0089085,0.011069,0.01385,0.016378,0.018766,0.021013,0.02312,0.025087,0.026913,0.028829,0.031151,0.033346,0.035415,0.037357,0.038754,0.039618,0.040237,0.040609,0.040735,0.040614,0.040247,0.039633,0.039055,0.038442,0.03778,0.03707,0.036312,0.035506,0.034652,0.03375,0.0328,0.031801,0.030818,0.029944,0.029111,0.028318,0.027567,0.026855,0.026185,0.025555,0.024966,0.024418,0.02391,0.023443,0.023009,0.02245,0.021707,0.020781,0.019671,0.018378,0.016901,0.01524,0.013396,0.011368,0.009156,0.0067608,0.0043821,0.0023594,0.00049423,-0.0012134,-0.0027635,-0.0041561,-0.0053911,-0.0064686,-0.0073886,-0.008151,-0.0087559,-0.0092032,-0.009493,-0.0096253,-0.009606,-0.0095304,-0.0094281,-0.009299,-0.0091432,-0.0089606,-0.0087513,-0.0085152,-0.0082524,-0.0079628,-0.0076465,-0.0073034,-0.0069336,-0.006537,-0.0061137,-0.0056636,-0.0051868,-0.0046832
-0.054069,-0.052706,-0.050612,-0.047785,-0.044227,-0.039938,-0.034916,-0.029163,-0.022677,-0.01546,-0.0075116,0.001169,0.010586,0.01962,0.027288,0.03359,0.038526,0.042097,0.044301,0.04514,0.044613,0.042719,0.03946,0.034835,0.02922,0.02441,0.020145,0.016424,0.013249,0.010618,0.0085324,0.0069916,0.0059956,0.0055445,0.0056383,0.006277,0.0074605,0.0091889,0.011492,0.014152,0.01656,0.018716,0.020619,0.022271,0.02367,0.024817,0.025712,0.026354,0.026745,0.026883,0.026769,0.026184,0.025221,0.024062,0.022708,0.021159,0.019414,0.01794,0.017195,0.01713,0.017747,0.019045,0.021024,0.023684,0.026448,0.028447,0.029673,0.030126,0.029807,0.028716,0.026852,0.024549,0.022485,0.020677,0.019125,0.017828,0.016788,0.016003,0.015349,0.014685,0.014107,0.013613,0.013205,0.012892,0.012554,0.012116,0.01158,0.010944,0.01021,0.0093747,0.0087543,0.0087872,0.0094735,0.010813,0.012806,0.015341,0.0176,0.019673,0.021561,0.023264,0.024781,0.026114,0.027429,0.029168,0.031054,0.033085,0.035263,0.037004,0.038085,0.038838,0.039265,0.039364,0.039137,0.038582,0.0377,0.036892,0.036059,0.035183,0.034264,0.033303,0.032298,0.031251,0.03016,0.029027,0.027851,0.026706,0.025708,0.024779,0.023918,0.023126,0.022402,0.021746,0.021159,0.02064,0.02019,0.019808,0.019494,0.019242,0.018876,0.018324,0.017585,0.016661,0.01555,0.014252,0.012769,0.011099,0.0092429,0.0072006,0.0049719,0.0027449,0.00084007,-0.00092774,-0.0025585,-0.0040524,-0.0054092,-0.006629,-0.0077118,-0.0086577,-0.0094665,-0.010138,-0.010673,-0.011071,-0.011332,-0.011454,-0.011493,-0.011487,-0.011438,-0.011346,-0.01121,-0.01103,-0.010807,-0.01054,-0.01023,-0.0098764,-0.0094791,-0.0090382,-0.0085538,-0.0080259,-0.0074544,-0.0068393,-0.0061808
-0.049299,-0.046555,-0.043388,-0.039798,-0.035786,-0.031351,-0.026493,-0.021213,-0.015511,-0.0093857,-0.002838,0.0041323,0.011529,0.018536,0.024427,0.0292,0.032857,0.035397,0.03682,0.037125,0.036314,0.034386,0.031341,0.02718,0.022229,0.018033,0.01435,0.011182,0.0085283,0.0063884,0.0047625,0.0036506,0.0030528,0.002969,0.0033993,0.0043437,0.0058021,0.0077745,0.010294,0.013158,0.015734,0.018019,0.020015,0.021722,0.023139,0.024266,0.025104,0.025652,0.02591,0.025879,0.025559,0.024589,0.023178,0.021639,0.019972,0.018179,0.016258,0.014674,0.013833,0.013681,0.014218,0.015443,0.017357,0.019959,0.022697,0.024738,0.026079,0.026717,0.026655,0.02589,0.024424,0.022548,0.020858,0.019372,0.018089,0.017009,0.016133,0.01546,0.01489,0.014376,0.014016,0.01381,0.013757,0.013827,0.013809,0.013665,0.013395,0.012998,0.012475,0.011824,0.011324,0.011349,0.0119,0.012976,0.014579,0.016617,0.018424,0.020067,0.021546,0.022863,0.024016,0.025006,0.025962,0.027353,0.029032,0.031,0.033255,0.035136,0.036276,0.037024,0.037379,0.037341,0.03691,0.036086,0.03487,0.033798,0.03273,0.031642,0.030535,0.029409,0.028264,0.027099,0.025915,0.024712,0.023489,0.022321,0.021315,0.020388,0.019541,0.018772,0.018084,0.017474,0.016944,0.016493,0.016121,0.015829,0.015616,0.015475,0.015233,0.014811,0.014212,0.013433,0.012477,0.011341,0.010027,0.0085344,0.0068632,0.0050134,0.002985,0.00094942,-0.00080238,-0.0024404,-0.0039647,-0.0053752,-0.006672,-0.007855,-0.0089243,-0.0098798,-0.010722,-0.011449,-0.012064,-0.012564,-0.012951,-0.013215,-0.013368,-0.01346,-0.013493,-0.013465,-0.013377,-0.013229,-0.013021,-0.012753,-0.012425,-0.012037,-0.011588,-0.01108,-0.010511,-0.0098824,-0.0091935,-0.0084446,-0.0076356
