0,16.581,36.519,6.7874,25.168,20.425,21.82,14.084,17.397,8.575,16.27,4.1137,7.8099,7.4878,3.1778,-4.7732,-8.939,-2.4977,-0.18673,0.0020436,0
0.1383,50.979,23.062,21.687,15.735,13.516,9.0945,10.947,8.8719,10.841,6.7104,9.3739,9.0509,9.8738,12.573,15.667,23.481,23.421,32.87,11.335,0
-0.75574,32.521,7.7066,11.011,6.8918,4.1943,2.8218,1.4179,1.6948,1.3959,1.2079,2.8363,3.1999,5.0799,4.5068,8.7497,16.121,18.908,10.991,24.13,0
-2.4413,24.849,9.3865,2.1395,1.9295,-0.92682,-2.9124,-2.6656,-3.4752,-3.0654,-1.9894,0.030757,0.21446,0.67512,4.4948,6.2938,7.8032,16.897,19.679,18.329,0
20.493,24.839,0.48374,-2.0927,-6.0311,-8.0857,-11.163,-11.423,-12.321,-12.143,-11.218,-8.5077,-9.0906,-6.9507,-3.5024,-3.2792,4.2522,-0.99349,16.749,14.436,1.6244
39.268,10.079,-2.1304,-3.3303,-6.2364,-8.5793,-11.27,-11.563,-11.549,-11.652,-11.994,-12.105,-11.076,-11.159,-10.367,-6.6335,-6.2141,5.4728,7.4675,23.871,8.6215
14.82,12.949,-2.6714,-8.0588,-8.4135,-10.388,-10.066,-12.144,-11.676,-12.183,-12.158,-11.304,-11.263,-11.371,-6.9046,-6.3171,-0.0073755,0.08022,1.3301,9.3628,78.59
39.1,8.9184,2.9693,1.4722,-2.2639,-3.967,-6.6179,-6.0889,-8.132,-9.0798,-9.1757,-9.4349,-10.115,-10.875,-9.5485,-9.4563,-2.9354,6.356,6.8429,3.9247,66.524
35.222,7.7868,8.2394,-3.1659,-1.668,-0.21399,-0.11007,1.9405,4.7909,-1.3194,-7.4439,-8.2615,-6.2495,2.5151,-5.393,7.9446,2.832,8.1109,4.6881,17.093,29.108
0.50397,14.1,5.1525,-2.558,-1.658,-2.6577,-0.97535,-0.24326,-0.24319,2.2643,-10.868,-11.144,7.8365,3.2489,7.9817,5.1742,3.0122,11.789,16.654,9.6918,23.455
20.904,10.18,3.1148,4.611,2.9564,2.3313,1.4697,0.70276,-0.10179,-8.6707,-13.053,-8.7711,1.5012,4.9442,0.50177,1.5747,-0.45747,6.3379,8.1595,17.679,12.67
11.412,9.6991,1.5228,-0.40476,-0.60947,-0.24073,-2.4586,-3.3444,-6.1962,-10.856,-22.143,-13.322,-2.731,6.9108,7.3037,8.2369,7.2544,9.8449,6.8697,29.665,10.908
29.162,6.2759,-1.728,-1.8736,-3.1613,-4.7444,-4.3436,-6.3439,-5.895,-19.043,-24.119,-24.301,-4.9396,-0.74289,3.5335,5.7496,5.7917,10.961,11.891,21.507,17.977
22.885,3.8751,-1.2283,-4.7026,-4.0549,-3.3452,-4.4927,-9.046,-16.257,-22.577,-27.872,-20.226,-9.3247,-2.2569,1.4031,1.903,4.8929,4.9239,11.852,18.205,1.9654
23.328,5.2622,-4.5608,-1.5609,-3.3985,-1.9612,-4.9281,-12.179,-17.91,-33.438,-33.845,-34.528,-15.052,-2.307,-2.1692,-0.78146,0.84558,7.0474,10.533,11.736,1.0086
35.622,5.426,7.1136,2.775,1.5046,-2.0595,-3.254,-4.2777,-5.4655,-10.474,-18.231,-12.906,-1.1329,-2.0332,2.9032,2.5202,-0.07572,4.9626,12.121,16.215,0.024609
50.143,13.325,10.301,8.5478,6.1706,1.8628,-4.5779,-5.967,-7.0736,-8.26,-5.7891,-4.9733,-3.4085,2.5379,6.0026,9.3642,14.237,12.023,21.776,6.094,0.00054246
3.8416,24.597,12.606,12.483,9.3596,7.605,2.4699,0.41117,-2.1071,-3.666,-4.3436,-1.4452,6.9851,8.2474,16.017,15.394,14.834,15.607,28.228,0.72675,0
0.30723,37.017,23.128,10.459,8.8183,6.1954,2.622,1.9014,1.557,0.26893,2.0801,3.1894,6.0173,12.127,15.827,18.886,19.707,39.147,4.8809,0,0
0,-0.20822,55.783,9.4777,11.526,5.1794,-1.7076,-2.8987,-4.1356,-4.7079,-5.2249,0.10452,7.882,16.078,27.603,44.218,7.5073,-0.37656,0.0067737,0,0
0,0,0,0.012336,2.0252,12.233,26.206,18.521,13.733,18.155,16.08,12.629,28.594,-20.133,4.799,-0.021352,0,0,0,0,0
