480.69,236.78
483.05,312.85
483.04,384.65
482.92,425.46
483.3,442.98
484.68,461.69
488.11,478.55
490.56,496.17
490.53,511.91
490.05,527.97
489.28,544.4
489.11,564.36
489.42,584.05
490.29,600.67
491.22,627.08
492.25,644.46
494.04,665.47
494.03,702.93
491.68,740.58
492.09,854.8
540.22,244.19
540.72,314.91
539.17,383.37
538.73,423.95
539.12,441.59
540.32,460.44
541.76,477.64
542.98,495.76
543.58,511.48
543.85,527.4
544.01,543.45
544.4,563.06
544.89,582.53
545.63,599.01
546.68,624.82
547.61,641.75
549.12,661.99
550.18,696.73
549.07,733.6
549.17,850.75
563.98,240.09
564.31,310.96
563.4,380.83
563.34,422.51
564.08,440.71
565.44,459.94
566.2,477.58
566.65,496.49
567.23,512.67
567.85,528.7
568.22,544.95
568.61,565.04
569.05,585.06
569.52,602.36
570.34,629.22
571.07,646.82
572.05,668.6
573.46,702.8
574.44,732.89
576.19,843.15
592.75,231.68
594.03,306.44
594.69,378.94
595.18,421.34
595.86,439.83
596.79,459.27
597.39,477.07
597.78,496.22
598.24,512.59
598.77,528.72
599.12,545.17
599.48,565.67
599.86,586.19
600.24,603.99
600.9,631.53
601.44,649.69
602.1,672.57
603.16,707.89
604.38,734.58
606.9,838.48
603.78,229.78
605.14,304.85
606.15,378.11
606.84,420.89
607.43,439.48
608.18,459.04
608.77,476.88
609.21,495.99
609.61,512.45
610.03,528.78
610.35,545.44
610.71,566.24
611.1,587.06
611.48,605
612.14,632.66
612.61,651.15
613.17,674.81
614.14,710.56
615.17,737.29
617.63,842.11
621.35,228.88
622.9,303.84
624.36,377.28
625.25,420.32
625.69,439
626.18,458.64
626.62,476.48
627.05,495.5
627.4,512.03
627.76,528.65
628.1,545.63
628.53,566.76
628.97,587.85
629.36,605.92
629.98,633.63
630.39,652.33
630.92,676.39
631.73,712.1
632.4,739.57
634.74,847
641.51,228.04
643.36,302.85
645.41,376.39
646.49,419.68
646.77,438.44
646.95,458.2
647.12,476.12
647.47,495.26
647.92,512.19
648.42,529.54
648.95,547.24
649.59,569.3
650.22,591.68
650.65,610.62
651.02,637.64
651.21,655.09
651.7,679.4
652.26,715.16
652.54,742.74
654.74,850.59
681.95,226.73
684.43,301.64
687.69,375.27
689.14,418.63
689.2,437.41
689.11,457.28
689.11,475.54
689.6,495.19
690.5,512.72
691.66,530.88
692.81,549.45
694.15,572.75
695.46,596.57
696.18,616.78
695.24,642.84
693.99,657.85
694.24,682.02
694.14,717.73
693.45,745.02
695.12,852.51
697.09,226.44
699.78,301.38
703.47,374.97
705.15,418.25
705.25,437.01
705.36,456.94
705.77,475.48
706.69,495.62
707.89,513.59
709.3,532.14
710.8,551.25
712.54,575.28
714,599.48
714.95,620.43
713.07,645.97
710.65,659.42
710.71,683.49
710.17,718.81
709.01,745.82
710.42,853.27
720.95,226.21
724.08,300.91
728.64,374.31
730.67,417.59
730.67,436.39
730.65,456.37
731.11,474.96
732.26,495.16
733.97,513.32
735.74,531.96
737.59,551.14
739.91,575.46
741.71,599.84
742.8,620.86
739.62,645.76
735.97,658.66
735.96,682.88
734.99,718.24
733.23,745.2
734.34,852.65
739.8,225.92
743.21,300.6
748.31,373.94
750.56,417.17
750.36,435.97
749.81,455.9
749.17,474.18
749.32,493.7
750.5,511.05
751.78,528.69
753.63,547.02
755.91,570.15
759.66,595.51
761.93,617.34
757.93,641.57
754.57,655.83
754.69,680.21
753.76,716.01
751.87,743.58
752.98,851.4
752.03,226.32
755.71,300.66
761.3,373.76
763.75,416.91
763.24,435.72
761.59,455.57
759.64,473.48
759.07,492.41
759.5,508.98
760.17,525.71
761.93,543.26
763.87,565.15
766.8,588.48
768.61,608.66
766.78,634.9
765.71,652.49
766.25,677.27
765.36,713.06
763.46,740.87
764.83,848.98
775.46,226.47
779.49,300.6
785.74,373.49
788.36,416.49
787.65,435.23
785.31,455
783.12,472.82
782.83,491.77
783.15,508.26
783.59,524.79
784.89,541.84
786.63,563.2
787.46,584.12
787.71,602.07
788.05,630.16
788.45,649.45
789.14,674.15
788.06,709.72
785.76,737.33
787.45,845.6
790.01,226.8
793.83,301.12
800.16,373.75
803.05,416.39
802.8,434.93
800.42,454.64
798.24,472.45
798.27,491.48
798.32,507.9
798.14,524.17
798.54,540.64
799.68,561.33
800.99,582.31
801.62,600.4
801.9,628.2
802.09,647.1
802.44,671.09
801.52,706.72
799.01,734.14
801.15,842.51
816.58,225.78
819.26,301.44
825.78,373.82
829.47,415.98
829.31,434.4
826.38,454.01
824.47,471.8
825.02,490.89
824.79,507.26
823.87,523.28
823.8,539.47
824.49,559.73
825.57,580.28
826.38,598.28
826.9,626.05
826.94,644.67
826.76,667.9
825.89,703.49
823.74,731.82
827.05,841.95
835.66,225
836.95,301.87
843.19,374.1
847.17,415.87
847.08,434.11
844.29,453.57
842.87,471.31
843.37,490.33
842.66,506.54
841.46,522.44
841.44,538.57
841.9,558.58
842.54,578.71
843.11,596.35
843.63,623.85
843.85,642.47
843.54,665.43
842.43,700.58
842.05,731.28
847.3,844.7
844.56,227.26
846.55,302.77
853.31,374.33
857.32,415.85
857.75,433.93
854.9,453.3
852.87,470.94
852.93,489.77
852.11,505.84
851.37,521.77
851.71,537.94
852.08,557.83
852.34,577.64
852.55,594.94
852.99,622.17
853.39,640.79
853.27,663.78
852.16,698.82
853.46,731.5
859.91,846.88
853.16,228.36
854.66,303.76
860.67,375.06
864.43,416.13
864.82,433.96
862.49,453.07
859.92,470.48
858.93,488.91
858.54,504.81
858.79,520.79
859.35,536.88
859.62,556.52
859.55,575.96
859.46,592.89
860.53,620.22
861.37,639.01
861.44,662.01
861.86,698.48
864.79,733.07
871.04,848.5
888.9,225.41
885.06,304.66
887.86,376.29
893.29,416.11
894.72,433.5
895.22,452.3
890.2,469.51
886.05,487.33
886.57,503.05
887.87,518.99
889.01,535
890.07,554.7
889.69,573.82
890.2,590.91
894.5,620.01
897.57,640.37
897.99,663.96
899.85,702.29
903.04,737.38
906.9,850.5
933.23,219.56
922.19,303.78
919.7,376.87
930.59,415.32
936.12,432.4
937.5,451.4
932.4,468.91
928.17,487.11
929.12,503.18
930.4,519.4
931.78,535.74
933.63,556.06
933.77,575.87
934.74,593.56
939.25,623.15
942.39,643.76
942.83,667.9
944.06,706.44
945.24,740.02
946.68,851.18
