268.38,253.64
271.58,329.79
268.64,401.67
266.69,442.55
266.97,460.08
269.9,478.82
278.36,495.69
284.16,513.33
283.46,529.09
281.52,545.18
278.82,561.63
277.55,581.63
277.58,601.34
279.21,617.99
280.62,644.44
282.68,661.84
286.59,682.88
285.03,720.4
277.25,758.13
273.71,872.54
337.55,261.28
334.93,332.08
324.88,400.66
320.72,441.29
321.05,458.96
324.31,477.82
328.54,495.04
331.95,513.17
333.17,528.92
333.18,544.86
332.77,560.93
332.96,580.58
333.55,600.08
335.26,616.57
337.53,642.42
339.91,659.37
344.23,679.63
345.97,714.42
339.54,751.37
332.56,868.74
357.44,257.3
352.88,328.26
342.49,398.25
338.58,439.99
340.57,458.21
345.41,477.46
347.56,495.11
348.06,514.05
349.48,530.25
351.04,546.3
351.42,562.57
351.56,582.69
351.94,602.74
352.71,620.06
354.29,646.96
356.3,664.58
359.14,686.39
362.92,720.63
365.05,750.77
363.93,861.23
377.78,249.05
376.24,323.9
369.86,396.52
367.07,438.99
369.72,457.49
374.39,476.94
376.52,494.75
376.6,513.93
377.83,530.33
379.57,546.47
379.82,562.94
379.49,583.47
379.32,604.03
379.58,621.85
380.68,649.43
382.19,667.61
383.96,690.52
387.1,725.9
392.99,752.61
397.12,856.67
387.01,247.2
385.15,322.37
379.42,395.75
377.3,438.59
379.9,457.2
384.34,476.76
387.08,494.62
387.82,513.76
388.69,530.24
389.78,546.59
389.62,563.27
388.9,584.1
388.45,604.95
388.73,622.92
389.98,650.62
391.2,669.14
392.24,692.83
395.28,728.63
401.26,755.39
405.46,860.37
404.06,246.39
401.93,321.45
396.25,395
394.53,438.11
397.02,456.8
401.52,476.45
404.89,494.3
406.15,513.34
406.57,529.89
406.62,546.54
405.77,563.55
404.66,584.71
404.07,605.84
404.41,623.94
405.9,651.68
406.99,670.4
407.76,694.51
411.02,730.26
416.23,757.75
419.32,865.36
423.81,245.64
421.54,320.56
415.97,394.22
414.64,437.57
416.78,456.34
420.68,476.11
424.15,494.04
425.25,513.2
424.42,530.16
422.77,547.54
420.96,565.27
418.99,587.39
417.21,609.81
417.11,628.78
420.68,655.82
423.73,673.28
424.63,697.63
428.18,733.43
433.29,761.03
436.85,869.05
463.87,244.51
462.19,319.53
457.78,393.29
456.75,436.71
458.24,455.51
460.32,475.39
461.99,493.67
462.09,513.34
460.61,530.91
458.32,549.11
456.1,567.73
453.65,591.09
451.34,614.95
450.72,635.21
456.25,661.26
461.82,676.26
463.16,700.46
466.7,736.21
471.49,763.51
475.51,871.17
479.09,244.29
477.71,319.34
473.78,393.05
472.69,436.41
473.76,455.18
474.87,475.14
475.15,493.7
474.3,513.88
472.61,531.89
470.45,550.48
468.1,569.64
465.49,593.73
463.61,617.98
462.73,638.97
469.13,664.5
476.03,677.92
477.56,702.02
481.35,737.36
486.08,764.38
490.14,871.99
503.32,244.18
502.17,318.98
498.69,392.51
497.69,435.87
498.65,454.69
499.7,474.68
499.92,493.29
499.14,513.54
497.35,531.74
495.49,550.43
493.54,569.66
491.09,594.04
489.48,618.47
488.83,639.54
495.15,664.41
501.61,677.27
502.87,701.52
506.21,736.9
510.39,763.87
514.13,871.48
522.34,243.97
521.52,318.75
518.68,392.23
517.89,435.54
518.91,454.35
520.38,474.29
521.89,492.58
522.54,512.12
521.9,529.51
521.16,547.19
519.78,565.56
518.1,588.75
514.82,614.19
513.1,636.08
518.76,660.28
523.25,674.51
524.14,698.92
526.72,734.75
530.06,762.32
533.3,870.31
535.32,244.42
534.63,318.87
532.07,392.11
531.38,435.33
532.56,454.15
534.86,474
537.36,491.91
538.61,510.85
538.83,527.44
538.82,544.19
537.81,561.79
536.79,583.73
534.9,607.12
533.94,627.35
536.66,653.6
538.32,671.19
538.74,696.01
540.91,731.83
543.75,759.66
546.49,867.94
559.52,244.67
559.23,318.92
557.5,391.95
557.15,435.02
558.18,453.76
560.27,473.52
562.21,491.34
562.98,510.31
563.28,526.82
563.51,543.38
563.21,560.46
562.76,581.86
562.88,602.82
563.26,620.8
563.91,648.92
564.25,668.24
564.57,692.98
566.35,728.59
568.66,756.2
570.91,864.64
574.81,245.07
575,319.5
573.92,392.26
573.68,434.97
574.31,453.53
576.01,473.23
577.57,491.04
578.07,510.09
578.5,526.53
579.04,542.81
579.29,559.3
579.31,580.03
579.25,601.06
579.44,619.17
580.07,647.01
580.49,665.93
580.99,689.96
582.41,725.63
584.39,753.05
586.33,861.6
600.95,244.17
601.94,319.92
601.78,392.44
601.71,434.68
602.19,453.11
603.46,472.71
604.41,490.5
604.7,509.62
605.14,526.01
605.77,542.04
606.16,558.24
606.44,578.53
606.61,599.12
606.8,617.15
607.29,644.96
607.71,663.61
608.3,686.86
609.37,722.49
610.63,750.84
612.24,861.15
619.67,243.48
621.04,320.43
621.49,392.79
621.69,434.64
622.08,452.9
622.95,472.35
623.55,490.09
623.86,509.14
624.32,525.36
624.84,541.26
625.18,557.41
625.52,577.45
625.83,597.61
626.1,615.28
626.58,642.82
626.92,661.47
627.45,684.45
628.36,719.64
629.06,750.38
630.52,864.01
631.26,245.77
632.51,321.36
633.17,393.06
633.54,434.66
633.85,452.76
634.53,472.13
635.09,489.76
635.45,508.61
635.85,524.69
636.23,540.63
636.51,556.83
636.86,576.74
637.21,596.58
637.53,613.91
638,641.17
638.32,659.82
638.78,682.84
639.58,717.91
640.07,750.65
641.62,866.26
641.28,246.9
642.58,322.38
643.53,393.8
644.06,434.95
644.36,452.8
644.85,471.92
645.32,489.32
645.72,507.76
646.04,523.67
646.31,539.68
646.58,555.79
646.92,575.46
647.28,594.92
647.6,611.86
648.03,639.24
648.33,658.06
648.75,681.1
649.39,717.62
649.85,752.28
651.6,867.94
674.73,244.12
675.66,323.41
676.98,395.13
678.01,435.04
678.38,452.47
678.71,471.29
678.6,488.48
678.56,506.28
678.84,522.02
679.18,537.99
679.52,554.02
679.9,573.76
680.17,592.9
680.47,610.02
681.25,639.18
681.8,659.6
682.19,683.22
682.93,721.62
683.71,756.78
685.75,870.1
713.81,238.5
712.78,322.7
713.25,395.84
715.84,434.42
717.13,451.56
717.64,470.59
716.88,488.08
716.31,506.26
716.7,522.36
717.15,538.61
717.63,554.98
718.25,575.34
718.53,595.17
718.95,612.9
720.2,642.55
721.07,663.22
721.47,687.4
722.21,725.99
722.87,759.63
724.59,870.96
