7.110895500000000466e+05,5.093963349999999627e+06,4.668399999999999750e+02
7.110896899999999441e+05,5.093995349999999627e+06,4.667400000000000091e+02
7.111034799999999814e+05,5.093995669999999925e+06,4.678000000000000114e+02
7.111297700000000186e+05,5.093953299999999814e+06,4.670400000000000205e+02
7.111778100000000559e+05,5.093976790000000037e+06,4.673600000000000136e+02
7.112075699999999488e+05,5.093969620000000112e+06,4.663399999999999750e+02
7.112304599999999627e+05,5.093960360000000335e+06,4.656100000000000136e+02
7.112353599999999860e+05,5.093976230000000447e+06,4.652400000000000091e+02
7.112370799999999581e+05,5.093984139999999665e+06,4.652400000000000091e+02
7.112440600000000559e+05,5.093999849999999627e+06,4.666499999999999773e+02
7.112883699999999953e+05,5.093951250000000000e+06,4.638700000000000045e+02
7.113159300000000512e+05,5.093966070000000298e+06,4.646800000000000068e+02
7.113572800000000279e+05,5.093985580000000075e+06,4.646399999999999864e+02
7.116015699999999488e+05,5.093998080000000075e+06,4.656100000000000136e+02
7.117203299999999581e+05,5.093988500000000000e+06,4.644300000000000068e+02
7.117319000000000233e+05,5.093946080000000075e+06,4.643999999999999773e+02
7.117438800000000047e+05,5.093988209999999963e+06,4.667099999999999795e+02
7.117514200000000419e+05,5.093929400000000373e+06,4.652900000000000205e+02
7.118179699999999721e+05,5.093994259999999776e+06,4.696999999999999886e+02
7.119255000000000000e+05,5.093947209999999963e+06,4.674100000000000250e+02
7.119524300000000512e+05,5.093962990000000224e+06,4.685099999999999909e+02
7.119632700000000186e+05,5.093987750000000000e+06,4.700099999999999909e+02
7.119995600000000559e+05,5.093779620000000112e+06,4.696100000000000136e+02
7.119980100000000093e+05,5.093875629999999888e+06,4.693100000000000023e+02
7.119986600000000326e+05,5.093928429999999702e+06,4.712799999999999727e+02
7.119975200000000186e+05,5.093921440000000410e+06,4.713100000000000023e+02
7.119960100000000093e+05,5.093924169999999925e+06,4.713500000000000227e+02
7.119908900000000140e+05,5.093915000000000000e+06,4.713600000000000136e+02
7.119898000000000466e+05,5.093903000000000000e+06,4.710799999999999841e+02
7.119905100000000093e+05,5.093927549999999814e+06,4.713700000000000045e+02
7.119851700000000419e+05,5.093790820000000298e+06,4.694900000000000091e+02
7.119842700000000186e+05,5.093769419999999925e+06,4.694499999999999886e+02
7.119885000000000000e+05,5.093909490000000224e+06,4.712500000000000000e+02
7.119829100000000326e+05,5.093778519999999553e+06,4.695000000000000000e+02
7.119812900000000373e+05,5.093731339999999851e+06,4.689800000000000182e+02
7.119823499999999767e+05,5.093809280000000261e+06,4.696100000000000136e+02
7.119810899999999674e+05,5.093772099999999627e+06,4.695400000000000205e+02
7.119808599999999860e+05,5.093771730000000447e+06,4.695500000000000114e+02
7.119775699999999488e+05,5.093722959999999963e+06,4.689100000000000250e+02
7.119823800000000047e+05,5.093867559999999590e+06,4.709800000000000182e+02
7.119761400000000140e+05,5.093729610000000335e+06,4.687900000000000205e+02
7.119767800000000279e+05,5.093788179999999702e+06,4.695000000000000000e+02
7.119720000000000000e+05,5.093851240000000224e+06,4.710400000000000205e+02
7.119759899999999907e+05,5.093979009999999776e+06,4.703299999999999841e+02
7.119734100000000326e+05,5.093980299999999814e+06,4.701700000000000159e+02
7.119620999999999767e+05,5.093780070000000298e+06,4.696600000000000250e+02
7.119610999999999767e+05,5.093798820000000298e+06,4.702200000000000273e+02
7.119645699999999488e+05,5.093922780000000261e+06,4.711000000000000227e+02
7.119570200000000186e+05,5.093787690000000410e+06,4.703700000000000045e+02
7.119631899999999441e+05,5.093987250000000000e+06,4.700299999999999727e+02
7.119504399999999441e+05,5.093912200000000186e+06,4.691100000000000136e+02
7.119354399999999441e+05,5.093836030000000261e+06,4.703399999999999750e+02
7.119338900000000140e+05,5.093818900000000373e+06,4.681100000000000136e+02
7.119281700000000419e+05,5.093727889999999665e+06,4.687599999999999909e+02
7.119322700000000186e+05,5.093838290000000037e+06,4.701100000000000136e+02
7.119303299999999581e+05,5.093848540000000037e+06,4.704599999999999795e+02
