1.380705551540861893e-02,8.086398590856718194e-01,1.873153279170131524e+00,2.469542035693938598e+00,2.516771661535027071e+00,3.193908609765293338e+00,3.638533461953677772e+00,2.209769145009028879e+00,2.324519218768916762e+00,1.135620497599833412e+00,5.079016509148296388e-01,1.920379838451380661e-01,6.313571718929862631e-02,6.712154307895033811e-03,2.493348186939298855e-02,2.606777149754031450e-02,1.425434755986656685e-02,5.549775930957951547e-02,6.159549740775573795e-02,7.996813388644346057e-03,9.701855659189532013e-05,0.000000000000000000e+00
2.737495912465562342e-01,1.196770423626923829e+01,2.237357953155603596e+01,2.073008816211702054e+01,2.130784679877474019e+01,2.287088905075440692e+01,2.029810857365089660e+01,1.187191820409622522e+01,1.232274690312545218e+01,8.598935667322903598e+00,5.983677441268155484e+00,3.732423357534776720e+00,2.177177196199421960e+00,1.594994307464828287e+00,3.118580789918176777e+00,3.821947334354010462e+00,3.136503786787375514e+00,5.508580111854423755e+00,6.899219963446987514e+00,4.249781125677716709e+00,1.429471795834930781e+00,4.661800543400680674e-02
3.531027551899412753e-01,1.326352867660567014e+01,2.474620912510247450e+01,1.923422624858277530e+01,1.733711890555184354e+01,7.654778968245557813e+00,3.927100874856842339e+00,5.345452332021454644e+00,4.421883368930154212e+00,4.336829367143415048e+00,4.095867054685577990e+00,3.784126364600244763e+00,3.408670500729642061e+00,3.397556040003255173e+00,5.429924628869513548e+00,7.755448340837416410e+00,8.737213007798311892e+00,1.192355733658085981e+01,1.702998290746229060e+01,2.098215636314279564e+01,1.377907762736942487e+01,4.398621989030209178e-01
8.686248734236532432e-01,1.368715881764773279e+01,1.517024145375170185e+01,7.567066220582751690e+00,3.251446710215150082e-01,1.306213447106730374e+00,-1.844646238864888099e+00,-2.986613918190352823e+00,-3.303890535108646720e+00,-3.776745046055238753e+00,-3.582658841836297015e+00,-3.224123212163247043e+00,-2.564494597954571464e+00,-2.005366630855796028e+00,-5.984363313483209712e-01,9.630162682737224422e-01,2.382789788726062508e+00,4.655472513342007623e+00,9.120338535152541226e+00,1.723651694837496962e+01,1.946665326270005281e+01,3.170749486450811450e+00
2.142351295247974630e+00,1.550630769044359170e+01,7.764729501118612376e+00,-1.537940961646910187e+00,-7.138035197808704879e+00,-9.181876473583272968e+00,-1.097355504039953900e+01,-1.133002645900227812e+01,-1.178398173362022128e+01,-1.212579124711890621e+01,-1.181400468239021961e+01,-1.092780903379844482e+01,-1.024121384980018412e+01,-9.733174353524900013e+00,-9.061215202833295734e+00,-7.413776399966013564e+00,-5.157420834428152467e+00,-2.629301310235867550e+00,1.082908935733144284e+00,1.085597728712067145e+01,1.927384928554371157e+01,5.572807013163289191e+00
4.150289324326319473e+00,1.819464459430852799e+01,4.774743994706522443e+00,-4.684150808724720783e+00,-1.103524249163656279e+01,-1.315490296481564592e+01,-1.378710228254110959e+01,-1.366314770517814559e+01,-1.414569786051936440e+01,-1.449400052332182298e+01,-1.445114224935666591e+01,-1.388367930023568952e+01,-1.359582365956925898e+01,-1.344063618217295186e+01,-1.290028903853018072e+01,-1.172809006032715118e+01,-9.561504187106958597e+00,-6.901026057641675315e+00,-1.444417415670609106e+00,6.956061988948031960e+00,1.158810606431791079e+01,1.539643415346037658e+00
4.370301185776540365e+00,1.758006461428836786e+01,6.801747774295604287e+00,3.206087434490609289e-01,-3.093832561591447927e+00,-7.108138404080805550e+00,-9.458537642683094049e+00,-8.439015488217128436e+00,-8.243686652042500285e+00,-1.026814379782297237e+01,-1.135694066737427299e+01,-1.191274308230424239e+01,-1.214771581444931492e+01,-1.157569024275240110e+01,-9.032645633108137062e+00,-6.553593669772843633e+00,-7.071138921081844941e+00,-6.634639603416457199e+00,-2.555227247577107175e+00,6.973806141967158645e+00,8.741244346112406305e+00,5.410811449684604924e-01
3.373826711806653833e+00,1.880407667288053020e+01,1.027678984847812593e+01,1.918017664888034712e+00,-1.984769620015221392e+00,-2.124639082078484176e+00,-2.818469458932178373e+00,-2.496534269493928093e+00,-1.882774482993530230e+00,-3.331820520218855997e+00,-7.784568706988356901e+00,-1.011240171607956206e+01,-1.089391339181087304e+01,-6.696007911727381412e+00,-9.163972885019647796e-01,-9.545948487474673616e-01,-3.275707349956084591e-01,2.097800149842105721e+00,6.621138712953985817e+00,1.109534025190181339e+01,1.256107189698620985e+01,1.720120620606912620e+00
4.360076103458060182e+00,2.058229263643121598e+01,1.190760701477729810e+01,5.154482920811277458e-01,-3.659487798312661244e+00,-2.934843618030344548e+00,-1.946059559558601437e+00,-1.153244123669575183e+00,-6.773605159325983838e-01,-1.755731963821751451e+00,-6.735871642685017591e+00,-1.047959643074049119e+01,-1.175438984913066065e+01,-2.032114577012707368e+00,2.420396021033653255e+00,2.026905979083059250e+00,1.708325910201168529e+00,1.983478843383535084e+00,6.296502233698840989e+00,1.681213827384848614e+01,2.697115257225610208e+01,4.757536523766732195e+00
3.853080505510705134e+00,1.920129977694472601e+01,1.107275352618616537e+01,1.362893974058649205e+00,-7.658337540472355265e-01,-9.131734820956546317e-01,-1.218847292924882808e+00,-1.172520818001041132e+00,-2.004492372139456080e+00,-5.555062655638475455e+00,-1.133657223083342203e+01,-1.494792184676715330e+01,-1.602522519770410980e+01,-4.714884163106505710e+00,2.213425442640422958e+00,2.683725796112343520e+00,2.145747118160933997e+00,1.460952176079239440e+00,6.420789559064020935e+00,1.781927046285277783e+01,2.553938712975626757e+01,4.793142708960699494e+00
3.878002062636435987e+00,1.830309683737085891e+01,9.848858253119933792e+00,2.295802417492019298e+00,-7.001699159374916714e-01,-1.843795281206045855e+00,-3.017887115771491047e+00,-5.106247390827578059e+00,-7.124569873558694866e+00,-1.223636244100506509e+01,-1.803733178369694912e+01,-2.112376541932730234e+01,-2.143945589103462268e+01,-1.227778303515587943e+01,-9.682901019969927248e-01,2.598202775923621921e+00,4.135267929675645604e+00,5.704715209769047668e+00,9.035298950778930305e+00,1.491727458902990833e+01,1.939932055776845843e+01,2.389312528593131812e+00
2.335637518725781181e+00,1.654328734483188867e+01,1.015821351514141035e+01,1.318092502034430957e+00,-2.921393778599512547e+00,-4.732706697700616694e+00,-5.753758436319986735e+00,-8.359025602899794904e+00,-1.294181500406115504e+01,-1.965791610136894008e+01,-2.588402717759168681e+01,-2.778477850214120082e+01,-2.726495765063624077e+01,-1.999355450708092263e+01,-5.082941693278918649e+00,-1.188842846089578131e+00,1.399373671433308930e+00,3.630469376661512815e+00,7.800799646033476087e+00,1.601322421294730347e+01,1.466805241199214649e+01,8.224021913456555088e-01
2.185474114556338776e+00,1.789096926340392457e+01,1.251455756389842833e+01,1.706885238175264163e+00,-2.120133902757838751e+00,-3.017117262184346504e+00,-4.177873047150983510e+00,-7.620029708812413816e+00,-1.417256495341129252e+01,-2.402339905923912156e+01,-3.008984383871348456e+01,-3.094087343491554165e+01,-3.236600285340276173e+01,-2.470017146502138417e+01,-3.824948484825383410e+00,-6.793326265678971410e-02,8.553314068972546202e-01,2.591219996084297428e+00,7.443335156029991850e+00,1.555494412074900268e+01,9.421104232207690998e+00,4.170696257459131084e-01
9.264158958833289548e-01,1.617762609232089233e+01,1.496427839797887849e+01,3.445500800942208564e+00,1.567056362254591884e-01,-1.271124874142480543e+00,-2.861585612179720073e+00,-4.737607430924115626e+00,-7.151493432482724621e+00,-1.243644964318326096e+01,-2.098829238615282833e+01,-2.458163549661111347e+01,-2.167945846510568941e+01,-7.197200906694182443e+00,-1.565856501408127821e+00,8.806300332455082591e-01,2.653202109900658190e+00,4.155985245798465400e+00,9.267669743520448478e+00,1.398187344401689280e+01,3.130551517860760580e+00,5.015548656187913956e-02
3.340494599669522335e-01,1.067771172012111158e+01,1.657482228854508932e+01,6.039371129762527879e+00,9.775382817129506519e-01,-1.091939888231428180e+00,-2.943324061098723465e+00,-4.924566527288145146e+00,-6.898682149973476285e+00,-9.437685903065421655e+00,-1.195624943099280024e+01,-1.299291269509850721e+01,-1.078780922097093153e+01,-6.228770033755034241e+00,-1.961233957774743519e+00,1.371961846412449448e+00,3.407280899271539543e+00,6.150109653887607664e+00,1.195030171788694240e+01,1.690431038391550089e+01,3.436256643209690154e+00,1.634158756315525970e-04
5.767114569325904744e-02,5.784621575187496312e+00,1.801532531123864800e+01,8.202890682782058462e+00,2.439161023732622002e+00,7.051020082018215618e-01,-1.341469605037301616e+00,-3.959125777945823099e+00,-6.520898871086471260e+00,-8.682129794373949494e+00,-1.072280150079264516e+01,-1.140630714595476469e+01,-1.074245465694492552e+01,-6.822117213426864168e+00,-2.774560065910332884e+00,2.129919477014893037e+00,5.029976266577278921e+00,8.268330148463640228e+00,1.474038535316294229e+01,2.303397966788534745e+01,4.548244977691623170e+00,6.336327549725106632e-05
1.677753096950018036e-02,7.585243713057006509e+00,2.192469855243018628e+01,1.137474120960374968e+01,5.224391865616030195e+00,5.499391657670339661e+00,4.790145471114121811e+00,8.268163891389717080e-01,-1.056932734217972403e+00,-3.044222951443930292e+00,-6.349247244729326667e+00,-9.780212964000714493e+00,-9.774481406858578580e+00,-3.509851654989389669e+00,9.688982826923303593e-01,5.679492708760223607e+00,7.856718944161176665e+00,1.049744996332101010e+01,1.759822985911793580e+01,1.969142665289301064e+01,3.194689303431794247e+00,1.686229533900406325e-06
2.769536156714226191e-03,3.653363536261046374e+00,1.955472262838913977e+01,1.412742698587108059e+01,9.057790338713576972e+00,7.497394529972463140e+00,5.422467734894959257e+00,2.304820821235825434e+00,-3.092194072129426652e-01,-3.825052405943837552e+00,-4.769219327710998435e+00,-5.009109623500493491e+00,-4.272752728310554637e+00,-7.795718080219137258e-01,5.312826885512408559e+00,1.011149822571868917e+01,1.052591671963694431e+01,1.238319108549121772e+01,1.878839804127852986e+01,9.768522847277710142e+00,6.047368481936682416e-01,0.000000000000000000e+00
5.240906302222105878e-06,1.005310730125632768e+00,1.297445169856324831e+01,1.797017255071269304e+01,1.149609375950121937e+01,8.411628691349125830e+00,6.429773956338020291e+00,4.401385487494108517e+00,2.622274571223761619e+00,6.682502245279283715e-01,-6.999139518419967843e-01,-1.212604644132878828e+00,6.402971137737460683e-03,2.674885300537017230e+00,7.109657913433554022e+00,1.069182021568316010e+01,1.334413700918974222e+01,1.749825626186304817e+01,1.668139112033558291e+01,4.174065440917571479e+00,4.428156730180472789e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.655205070087590935e-02,3.571018199244088365e+00,1.641582341758026686e+01,1.628230791863647298e+01,1.052612995572220456e+01,7.363921378178341470e+00,4.673738301338209666e+00,2.726207991033839484e+00,1.399090264634558434e+00,4.783858147443117992e-01,4.326247872558319774e-01,1.424372288933808628e+00,3.726007346831093248e+00,8.124846270540462712e+00,1.286808617961638035e+01,1.449404868666602297e+01,1.481071593554223043e+01,6.470208448131842260e+00,4.636003021693845816e-01,6.487978108479890149e-04,0.000000000000000000e+00
0.000000000000000000e+00,1.280746793235470614e-04,2.890429562825675425e-01,3.249138136695526313e+00,6.165192413653824310e+00,6.185548395922658038e+00,6.963764951088260879e+00,7.814291134433611674e+00,4.522924957863597939e+00,1.148751890232749817e+00,3.277778469068038936e-01,9.291167061763735413e-01,1.198652310153292877e+00,2.579265519429839060e+00,4.512346807921572278e+00,5.337764062429095624e+00,2.655953212552372822e+00,1.734125503747279362e+00,2.565125646400845949e-01,3.541432778097436916e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.983579235861047135e-05,1.166640566269254269e-02,6.446925613894984031e-02,2.891347333245107287e-01,8.413267137739107726e-01,2.023875162395183391e+00,1.381481070017104074e+00,2.034059402504247438e-01,1.238671264054498483e-01,1.667090277274386745e-01,1.979484546735195694e-01,3.366464166959322046e-01,1.981746081917324098e-01,1.057966064144175294e-01,1.606290582716588672e-02,4.134878860510138440e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
